标题,导演,主演,类型,地区,语言,上映日期,播放链接,封面图片,剧情简介,评分
寂静 2023,金泰昆,"李善均,朱智勋,金熙元,文成根,芮秀贞,朴喜本,朴柱炫,金太祐,金秀安","惊悚,灾难",韩国,韩语,2023,https://ukzy.ukubf3.com/share/ar3VEW1A0PZUmKZ9,https://img.ukuapi.com/upload/vod/20240807-1/82f4e66bf37a56715883a148cd6c0927.jpg,讲述仁川大桥上被孤立的人们与因“寂静项目”而诞生的生命体进行斗争的故事，将展现人类的不合理、科学技术的反作用，及华丽的动作戏。李善均饰演青瓦台保安室行政官“车政元”，送别前往澳大利亚留学的女儿后遭遇事故，无法挽回的时间逐渐变多，车政元是收拾这一烂摊子的角色。朱智勋饰演与宠物狗一起出动到事故现场的“赵博”一角，看起来很自私，但是他是一个用进取精神和积极行动为电影带来活力的角色。,5.2
快人一步,凯利·布拉茨,"埃里克·迪恩,K·J·阿帕,加里·维克斯,Nick DeKay,克莱尔·布朗森,Libby Blake","剧情,动作",美国,英语,2024,https://ukzy.ukubf3.com/share/1vmFHn8z2Rz811uD,https://img.ukuapi.com/upload/vod/20240809-1/a3ab1634e74419713895f07c89023c32.jpg,IttellsthestoryofadischargedsoldierwhoseeksouthisfathertohelphimwithhisdreamofracingSupersportmotorcycles.,4.3
闹事之徒,道格·里曼,"马特·达蒙,卡西·阿弗莱克,迈克尔·斯图巴,保罗·沃尔特·豪泽,朗·普尔曼,周洪,文·瑞姆斯,阿尔弗雷德·莫里纳,Richie Moriarty,杰克·哈洛,Jerry Kernion,多恩·迪皮塔,迈克尔·罗德里克,黛德利·麦克科特,David Gborie,罗伯特·沃克·布兰乔德,Craig Castaldo,Jay Giannone,杰森·弗拉尼,肖恩·菲茨吉本","剧情,喜剧,动作,悬疑,惊悚,犯罪",美国,英语,2024,https://ukzy.ukubf3.com/share/88ytvKMuJVq26nWS,https://img.ukuapi.com/upload/vod/20240809-1/3469f0bb798b5301eb6a44fc7fe51169.jpg,故事发生在波士顿，讲述绝望的父亲被迫联手一名惯犯，洗劫腐败的政客，在劫案出了岔子之后，二人在一位心理治疗师的帮助下，寻找活命的出路。,1.1
跨界任务,李明勋,"黄政民,廉晶雅,全慧珍,郑满植","喜剧,动作",韩国,韩语,2024,https://ukzy.ukubf3.com/share/g46vo8wxaRB4STYI,https://img.ukuapi.com/upload/vod/20240809-1/27425ae2682f90513e3e0ef4aae98a9b.jpg,曾是特工的家庭主夫姜武（黄政民饰）被卷入危险的任务，同样牵连其中的刑警妻子美善（廉晶雅饰）却浑然不知他的过去，婚姻这下受到了终极考验。,2.6
深居其中,比沙尔·杜塔,"梅根·苏丽,尼鲁·巴杰瓦,莫哈纳·克里希南,贝蒂·加布里埃尔,维克·萨海,盖治· 玛什,杰米·艾夫斯,辛达塔·明哈斯,塞莎·穆尼,杰娜亚·罗斯,佩奇·肖,桑吉塔·怀利,卡洛·余","剧情,惊悚,恐怖",美国,"英语,印地语",2023,https://ukzy.ukubf3.com/share/aHoYchDN0Szk7rRA,https://img.ukuapi.com/upload/vod/20240807-1/f82f86bdf8f4eb4748b008275bd66225.jpg,出身传统印度家庭的印度裔美国少女珊米妲（梅根·苏丽MeganSuri饰），渴望融入美国自由的高中生活，拒绝接受母亲不停灌输的印度传统文化，也疏离了同样有印度血统的童年好友塔米拉（莫哈纳·克里希南MohanaKrishnan饰）。她发现这位曾经的好友渐趋诡异，不仅随身携带空玻璃罐，不安地振振有词碎念，还散发令人不适的腥臭味。某日，塔米拉找上珊米妲求救，但珊米妲再也受不了她的奇怪行径，一怒之下打破了她手上的玻璃罐，没想到却因此释放出古老的印度恶鬼「毕舍遮」，让身边的人们开始陷入一连串无可预期的灾难，而恶鬼也正一步步向自己逼近……,4.5
逃鲨,约阿希姆·赫登,"朱利安·山德斯,阿历克斯·阿诺,杰克·帕尔,金·斯皮尔曼,艾琳·马伦,Maxime Durand,阿尔洛·卡特,William Erazo Fernández",惊悚,英国,英语,2024,https://ukzy.ukubf3.com/share/Au80c9wubPdDOnev,https://img.ukuapi.com/upload/vod/20240808-1/658a730e330e151456ec9337b7adffc5.jpg,一群大学时的老朋友在加勒比海潜水之旅中重聚，探索二战战舰的残骸，发现自己被困在由大白鲨包围的生锈金属水下迷宫中。,1.2
二郎神之深海蛟龙,王君,"齐克建,陶洪泽,梁晓强,凌振赫,云鹤追,李昊甲,柒夜,林强,胡亚捷,杨佾璇,路扬,王婷,巴赫,赵明洲,伊东沙弥佳,郭政建,栾立胜,魏一凡,黄浩斌",动画,中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/toMFnFU5GB1uQT95,https://img.ukuapi.com/upload/vod/20240807-1/ff4f2d04ca6c28f219cb67214af4cdca.jpg,上古时期，神工与鬼斧合力将祸害人间的海域统领蛟魔王囚禁于江海交汇处。为束缚住强大的蛟魔王，鬼斧牺牲肉身化作元神，注入神工所打造的用于囚禁蛟魔王的法器中。封神大战结束，墨麒麟和小蛟龙屡次触碰囚禁法器企图释放蛟魔王。于是在姜子牙的推荐下，玉帝决定启用曾经的战神二郎神来执行缉拿墨麒麟的任务。可在捉拿的过程中，二郎神却陷入了一场巨大的惊天阴谋中。,3.2
云边有个小卖部,张嘉佳,"彭昱畅,周也,艾丽娅,陈贤恩,孔连顺,张艺凡,田依桐,林家川,王珞丹,王大陆,马伯骞,孟子义,陈妍希,李嘉琦,张祐维,易小星,滕哲,王天放,沈南,刘昊然,乔杉,赵露思","剧情,爱情,家庭",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/Xv5ZQc8haaeVHUW8,https://img.ukuapi.com/upload/vod/20240808-1/18f7dc0c468eda69e6f84bb281213a81.jpg,普通青年刘十三（彭昱畅饰），在城市中迷失自我，被外婆（艾丽娅饰）带回了故乡，一个云边的小镇。童年好友程霜（周也饰）和外婆陪伴着他，刘十三度过了一段平静的时光。他沿着祖祖辈辈留下的痕迹，认真倾听小镇的呼吸，在伸手能摸到云的小卖部，在高山与大海之间，在院子的桂花树下，逐渐走出往日的迷惘。有些人刻骨铭心，没几年就遗忘。有些人不论生死，都陪在你身旁。,5.1
魔人刽子手,布鲁斯·温普尔,"Lindsey Dresbach,LeJon Woods,Richard Lounello",恐怖,美国,英语,2024,https://ukzy.ukubf3.com/share/YYP9mOgKl7EMwa6q,https://img.ukuapi.com/upload/vod/20240806-1/1de870ee65d0f7caeb289fcbd05e0899.jpg,讲述Leon为了修补他和十几岁儿子之间的关系，带着儿子到了某个深山露营。第二天早上Leon醒来却发现儿子失踪了，万分焦急的他在寻找过程中刚发现在这座深山中的神秘组织，这个神秘组织召唤出了可怕的恶魔危害人间。,3.2
蒜香满屋,陈佑渔,"周源,久小七,陈卫跃,崔馨桐,高佳依,陈佑渔,许慧琴,竺纯伊","剧情,喜剧",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/TCoOmmHlxtIxyUvp,https://img.ukuapi.com/upload/vod/20240808-1/61436b40cb429afbea4623364f23bf80.jpg,"城市大龄女孩躺躺爱上了快递员久小七,正当他们打算步入婚姻殿堂时遭到了女方母亲薛婶的反对,薛婶用房子作为条件逼久小七放弃自己女儿.一对新人和薛婶玩起了各类战术.薛婶无奈只能设局考验这个准“女婿”,没想到久小七却没有按照薛婶的剧本走.最终他没有买房,没有彩礼便成功迎娶了躺躺……",2.2
城市猎人 天使之泪,"儿玉兼嗣,竹内一义","神谷明,伊仓一惠,麻上洋子,玄田哲章,小山茉美,泽城美雪,堀内贤雄,户田惠子,深见梨加,坂本千夏,栗田贯一,大塚明夫,关智一,木村昴,田中秀幸",动画,日本,日语,2023,https://ukzy.ukubf3.com/share/7fUHwTF7ikalR2UX,https://img.ukuapi.com/upload/vod/20240809-1/63a6e5adee76941716ba7b423a512e41.jpg,故事讲述枪法一流但好色风流的孟波，及欢喜冤家槙村香共同经营以“城市猎人”为名的私人侦探事务所。只要在新宿车站的留言板上写下“城市猎人”的委托暗号“XYZ”，他们就会考虑你的委托。这次，“城市猎人”收到视频创作者安芝的委托，委托内容居然是寻找一只逃跑的猫咪。尽管这个委托看似平凡，却隐藏了不为人知的秘密，孟波被安芝的美貌所吸引，香则为高额的报酬心动不已。两人在寻找逃跑猫咪的过程中，逐渐发现事情并不简单，而背后的真相也逐渐浮出水面，宿命对决即将展开……,3.7
老师！是裂口女！,中元雄,"木户大圣,黑崎莉奈,上野凱,屋敷纮子,里里佳,和田雅成,大迫茂生,島丈明,吉田凛音,市川理矩,イマムラキョウカ,大熊花名実,遠藤雄斗,工藤孝生,内田奈那,六平直政","喜剧,恐怖",日本,日语,2023,https://ukzy.ukubf3.com/share/ix5PZdWOtqwsSFEe,https://img.ukuapi.com/upload/vod/20240807-1/7fef492dba1591842fb459bed228d3b8.jpg,"高中生阿武和F1偷电动车，卖给一帮不良少年兼职赚钱。一天，转学到阿武学校的绫香加入了他们，三人决定一起偷电动车。当他们像往常一样试图偷一辆停在荒废公寓里的轻便电动车时，却被一个蒙面女人发现，她似乎就是车主。阿武和他的朋友们急忙骑着摩托车逃跑，但他们很快就被一个女人追上了，这个女人的奔跑能力让人觉得她几乎没有人性。这个戴面具的女人就是传说中能在6秒内跑完100米的""裂口女""！他们的命运将会如何？裂口女的真实身份又是谁？",2.4
爷孙搭档,Benedict Mique,"Euwenn Mikael Aleta,尼科·安东尼奥,Joem Bascon,Iza Calzado,Juan Karlos Labajo,莎尔娜·玛格达瑶,Luka Sero,梅里尔·索里亚诺,Markki Stroem,乔尔·托雷,阿尔弗雷德·瓦尔加斯",剧情,菲律宾,菲律宾语,2024,https://ukzy.ukubf3.com/share/gIqwKvQjHHcbTgFJ,https://img.ukuapi.com/upload/vod/20240807-1/3c7981689e357e3a9f889845606cf38a.jpg,一名骗子和被他捡来的孩子专以窃取富人钱财卫生，但一个改变人生的机会有可能让相依为命的两人就此分离,2.4
视频恐惧症,宫崎大祐,"芦那堇,忍成修吾,廣田朋菜,梅田誠弘",剧情,日本,日语,2020,https://ukzy.ukubf3.com/share/qtesi5asLssGLfJ0,https://img.ukuapi.com/upload/vod/20240807-1/d48992d7aba1cb2e2260209270a51680.jpg,『大和（カリフォルニア）』『TOURISM』が国内外の映画祭で高い評価を得ている宮崎大祐監督によるスリラードラマ。大阪を舞台に、一夜を共にした男によってネット上に情事の動画を拡散されてしまった女性が味わうことになる恐怖や苦悩を映し出す。どこかディープな異世界にもリアルな現実世界にも感じさせるモノクロームの映像が印象的。女優になる夢に破れ、東京から実家のある大阪に戻った29歳の愛。それでも夢を追いバイトをしながら演技のワークショップに通う中、彼女は偶然出会った男と一夜限りの関係を持つ。数日後、愛はその夜の情事を撮影した動画がネットに流出していることに気づく。,2.7
六月之蛇,冢本晋也,"黑泽明日香,神足裕司,冢本晋也,寺岛进,不破万作","剧情,悬疑,情色",日本,日语,2002,https://ukzy.ukubf3.com/share/STfgmfs8vqaUnsDd,https://img.ukuapi.com/upload/vod/20240808-1/99c994d316161dedc541f597f56da053.jpg,六月的东京，连绵不断的梅雨，让人心烦意乱，欲念横生。供职于心理咨询室的少妇凛子（黒沢あすか饰）与丈夫（神足裕司饰）过着优渥的生活，然而夫妻虽然相爱，却因丈夫洁癖的原因始终没有性事。贤淑温良而又倍感压抑的凛子只能通过自慰寻求片刻的满足。某天，一个名叫道郎（塚本晋也饰）的男子被自杀的念头所困扰，于是打来电话求助。道郎在凛子的开导下渐渐摆脱自杀的泥潭，却转而沉迷于凛子的温柔中。他以凛子自慰的照片作要挟，逼迫这个一贯保守的女子做出一件又一件令她倍感屈辱的事情……本片根据导演塚本晋也的同名小说改编，并荣获2002年威尼斯电影节圣马科评审团特别大奖、2003年葡萄牙国际奇幻影展最佳女主角（黒沢あすか）和评审团大奖。,7.0
米老鼠的捕鼠夹,杰米·贝利,"西蒙·飞利普斯,苏菲·麦金托什,尼克·比斯库佩克,米雷耶·加涅,阿莱格拉·诺西塔,怀亚特·多里昂,麦肯齐·米尔斯,达米尔·科维克,卡勒姆·斯维克,詹姆斯·劳林,玛德琳·科尔曼,凯莉·斯泰尔斯,利亚姆·格鲁,赫塞·纳史密斯,本·哈里斯","喜剧,恐怖",美国,英语,2024,https://ukzy.ukubf3.com/share/nR2lGum2DJA0AQ3m,https://img.ukuapi.com/upload/vod/20240807-1/07836f4ae0c6c1773f3c164d901a4c30.jpg,今天是艾莉克斯21岁的生日，但她必须要在游乐场中值晚班，所以她的朋友们决定给她一个惊喜，但一个装扮成米老鼠的蒙面杀手却决定与他们玩一场自己的游戏，而她则必须生存下去。,3.5
热血杀手,,"于非凡,韩金明,刘奕灵,尼玛·央宗","动作,悬疑",大陆,,2024,https://ukzy.ukubf3.com/share/7JP3424C60LWFIfT,https://img.ukuapi.com/upload/vod/20240808-1/b2bd3fa77e6028c1258890115c6f44a0.jpg,民国年间军阀混战，帝国主义列强通过扶持军阀打代理人战争，以此攫取最大利益。张秋风，张秋云兄弟阴差阳错分别成了东洋和西洋博弈工具，两人在暗杀于督军的过程中，逐渐了解自己的身世以及父亲死因。国仇家恨下兄弟二人与帝国主义列强们展开了殊死搏斗。,0.0
乔塔·比姆和达米安的诅咒,拉吉夫·奇拉卡,"亚格亚·巴辛,桑杰·比什诺伊,沙吉·乔杜里","动作,冒险",印度,,2024,https://ukzy.ukubf3.com/share/bvUxEMYsh5zmOb7h,https://img.ukuapi.com/upload/vod/20240808-1/2806127c1ef30b9ab8450f9714a3f51f.jpg,Bheem和他的团伙回到过去，找到Damyaan国王并阻止他获得永生。,3.4
狄仁杰之天宫蜃楼,黄家辉,"张子健,徐少强,米雪","悬疑,武侠,古装",中国大陆,,2024,https://ukzy.ukubf3.com/share/xFK6Loh0g9inh0ip,https://img.ukuapi.com/upload/vod/20240806-1/d6d1a2d2e38769ff56e9578d8f8f916f.jpg,,0.0
饥饿英亩,达恩·科科塔杰洛,"马特·史密斯,莫菲德·克拉克,艾琳·理查兹,肖恩·吉尔德,罗伯特·埃姆斯,罗杰·巴克莱,玛蒂尔达·弗思,George Arthur,Rocco Haynes,Arthur Shaw,Lewis Kayne,Neilesh Ambu,Antony Barlow",恐怖,英国,英语,2023,https://ukzy.ukubf3.com/share/YGXdxi20B1fb78LR,https://img.ukuapi.com/upload/vod/20240805-1/cfe56151cd066b060d8aaf22313e7ca0.jpg,本片基于安德鲁·迈克尔·赫利所著小说，探索在超自然民间传说统治的世界中遗传的创伤和损失，设定在1970年代的英格兰乡村，理查德和朱丽叶夫妇过着田园诗般的家庭生活，这种稳定在他们儿子伊万开始表现出性格失常时陷入混乱，对曾经幸福的夫妻制造了不可逾越的隔阂。在他们偏远的家乡StarveAcre，考古学家理查德努力探索一个民间传说——他们土地上的古老橡树充满了非凡的力量。当妻子朱丽叶向当地社区寻求某种平静时，理查德痴迷于深入挖掘，一个意想不到的发现很快引起了这对夫妇的注意，而黑暗和险恶的力量在不知不觉中进入家中，为他们之间重新建立联系提供了令人不安的可能性。,1.7
当你沉睡时,张允炫,"秋瓷炫,李茂生",爱情,韩国,韩语,2024,https://ukzy.ukubf3.com/share/vu36CQJAcicvB31t,https://img.ukuapi.com/upload/vod/20240804-1/774eb5289bbb4a10011f02ac6e216711.jpg,该片由曾执导过《连接》、《爱的肢解》等片的张允炫导演执导。秋瓷炫将在影片里饰演尹德熙，她和大学时代的恋人金俊硕（李武生饰）结婚后，过着幸福的生活，但在经历了事故后，丧失了记忆。,2.1
天降幸运,伍迪·艾伦,"璐·德·拉格,尼尔斯·施内德,梅尔维尔·珀波,瓦莱丽·勒梅西埃,格莱高利·嘉德波瓦,吉约姆·德·东克戴克,艾尔莎·泽贝斯坦,安娜·卢瓦雷,萨拉·马丁斯,阿诺·维亚德,威廉·纳迪兰,珍妮·布尔诺,恩尼克·乔雷特 ,菲利普·乌禅,伯努瓦·弗加德,山姆·米尔胡塞尼,埃米利·因斯尔蒂·福门蒂尼","剧情,喜剧,爱情,惊悚","法国,美国,英国",法语,2023,https://ukzy.ukubf3.com/share/5zWksjeH6UNNYiJF,https://img.ukuapi.com/upload/vod/20240805-1/e52d7e460d3d2a4cbe5a7fcd547ab9aa.jpg,影片是伍迪·艾伦的第50部电影长片，故事以当代巴黎为背景，围绕着两个年轻人之间的浪漫故事展开，他们是老友，步入婚姻殿堂后，却逐渐演变为对婚姻不忠，最终走向犯罪。,6.6
鬼舞村:诅咒起源,奇摩·斯丹波尔,"奥莉亚·萨拉,Maudy Effrosina,Jourdy Pranata,M. Iqbal Sulaiman,Ardit Erwandha,Claresta Taufan Kusumarina,Diding Boneng,Aming Sugandhi,Dinda Kanyadewi,Pipien Putri,Maryam Supraba,Bima Sena,Putri Permata,Baiq Vania Estiningtyas Sagita,Baiq Nathania Elvaretta Sagit","悬疑,惊悚,恐怖",印度尼西亚,印度尼西亚语,2024,https://ukzy.ukubf3.com/share/BiB1XeT5IU4UC1hA,https://img.ukuapi.com/upload/vod/20240804-1/4659b6523a6b1ac235ab942af4d510e5.jpg,为了拯救罹患重病的母亲，女大学生米拉（莫迪埃夫罗西娜饰）跟一群朋友前往偏远的山村「舞者村」，要将母亲收藏的手环归还给守护当地的妖怪「巴达拉乌希」（奥若拉莎拉饰），结果却意外引发一连串恐怖的遭遇……。,4.1
曼哈顿先生,Brian Herzlinger,"Carlos PenaVega,阿丽夏·维加,Maximo Masefield,Francesca Barker McCormick","喜剧,爱情",美国,英语,2024,https://ukzy.ukubf3.com/share/9iCHfDWVdA6kLHNg,https://img.ukuapi.com/upload/vod/20240804-1/aa76c33595b543285336b1f2308fc366.jpg,梅森·布拉德利(MasonBradley)在优先考虑自己的法律事业并结束订婚后，意外地成为已故兄弟孩子的唯一监护人，他的生活从此发生了翻天覆地的变化。,2.6
纽约侠客行,杰里米·德格鲁森,"埃里克·朱多尔,让-帕斯卡尔·扎迪,安娜·吉拉多特,Chris Marques,Laurence Huby,Jean-François Lescurat,Bernard Bollet,Frédéric Philippe,Garlan Le Martelot,凯西·沙斯,Xavier Fagnon,Philippe Frécon,Pauline Brunel,Solange Boulanger,Serge Biavan,Magalie Mateci,Antonella Colapietro,Virginie","动画,家庭,奇幻,冒险","比利时,法国,西班牙",英语,2023,https://ukzy.ukubf3.com/share/lxVCMP91z1PTOs9G,https://img.ukuapi.com/upload/vod/20240806-1/e9ba09758c117f8f2da366f91b857c1f.jpg,这部有趣的冒险片讲述了一个离家出走的木偶和一个被遗弃的毛绒动物玩具在中央公园相遇的故事，两位角色都怀揣着无限想象力和渴望友谊的心。尽管遭遇了不幸的遭遇，他们还是成为了好朋友，并在大城市中展开了一次史诗般的冒险。,7.0
错过你的那些年,藤井道人,"许光汉,清原果耶,张孝全,道枝骏佑,黑木华,山中崇,松重丰,黑木瞳,屈中恒,郁方,北村丰晴,曾少宗,廖慧珍,陈妍霏,李冠毅,洪群钧,刘主平","剧情,爱情","中国台湾,日本","日语,汉语普通话",2024,https://ukzy.ukubf3.com/share/dPTjoieYbQFetTxi,https://img.ukuapi.com/upload/vod/20240803-1/639df3e709a7b2872492e1fa51ae4b0a.jpg,回首青春，这些年最不想错过的人，一直是你。可我这一次，真的错过你了。影片以游记随笔《青春18×2日本慢车流浪记》为原型。18年前，来自日本的背包客阿美（清原果耶饰）来到了高中生吉米（许光汉饰）打工的店中，两人在同一家店中一同工作度过了一个夏天。吉米渐渐对阿美产生好感，然而阿美将回到日本。面对无法整理心情的吉米，阿美提出了“一个约定”……时光流逝，回到老家的吉米发现了阿美18年前从日本寄来的明信片。初恋的记忆涌现，吉米乘上通往阿美的故乡的列车，开始了独自一人的日本之旅。,7.4
扣留,Felipe Mucci,"艾比·考尼什,穆恩·布拉得古德,拉兹·阿隆索,塞拉斯·威尔·米切尔,贾斯汀·闵,布瑞达·伍尔",惊悚,美国,,2024,https://ukzy.ukubf3.com/share/2NiAT036620mLVmq,https://img.ukuapi.com/upload/vod/20240805-1/28c62c806f62be68aa07d9ae5a985700.jpg,"Awomanwakesupinapoliceinterrogationroomwithnomemoryofthenightprior.However,somethingdoesnotseemquiterightinthispolicestation.",1.5
遗弃之地,Jason Satterlund,"Jonathan Rosenthal,Tamara Perry,Regis Terencio","科幻,惊悚,恐怖",美国,英语,2024,https://ukzy.ukubf3.com/share/MUNJlQbmOHJHp9DA,https://img.ukuapi.com/upload/vod/20240805-1/df1d75ecb078774f98c7c7cb71f053fb.jpg,Awoundedsoldierawakensinastrangecubethattestshisphysicalandmentallimitsasheattemptstofindawaytoescapeagainstatickingclock.,3.7
给我个机会,尚皮耶·亚莫斯,"露安·艾梅哈,米歇尔·布朗,维克多·贝尔蒙多,菲利普·雷博,娜塔莉·理查德,亚历山德拉·詹蒂尔,Ekaterina Rusnak,Ambre Munié,萨缪尔·麦斯伯格,Tobias Nuytten-Vialle,Vincent Bramoullé,Aurelie Lema, 马蒂厄·珀罗托,Marie-Pierre Bellefleur,克里斯托夫·恩塔卡巴尤拉,伯特兰·纳德勒,加布里埃尔·阿杰,埃文斯·阿比德,Stéphanie Bataille,Zara Saadi","剧情,喜剧",法国,法语,2023,https://ukzy.ukubf3.com/share/TbmmLumP4meRagXL,https://img.ukuapi.com/upload/vod/20240805-1/cf99e657966677d2c792fd41f1ef938a.jpg,Ayoungwomanjugglingbetweenoddjobstosupportheragoraphobicfather.,2.7
简如西尔万,莫妮亚·肖克里,"玛加丽·列平·布隆多,皮埃尔-伊夫·卡迪纳尔,弗朗西斯·威廉·雷奥姆,莫妮亚·肖克里,史蒂夫·拉普兰特,Marie-Ginette Guay,米其林·兰克图,Guillaume Laurin,Linda Sorgini,Mathieu Baron,克里丝汀·博利厄,卢布娜·普莱奥斯特,Johanna Toretto,Jordan Arseneault,Guy Thauvette,Eve Aubert,Lila Sofia Houle,Zack Charbonneau,Jade De Bruto,Kenny","剧情,喜剧,爱情","加拿大,法国",法语,2023,https://ukzy.ukubf3.com/share/s9IHa1Ow7o0XRCZ3,https://img.ukuapi.com/upload/vod/20240805-1/e2e0dd236b32e2765aab1bdad8d33002.jpg,索菲亚(Sophia)是一位40岁的哲学教授，她与泽维尔(Xavier)的关系稳定，尽管有些符合社会规范。从画廊开幕到没完没了的晚宴，十年已经过去了。西尔万是一位工匠，正在翻修索菲亚和泽维尔的新乡间别墅。当索菲亚和西尔万相遇时，索菲亚的世界发生了天翻地覆的变化。异性相吸，但它们能长久吗？,6.9
潜艇总动员：寻龙,内详,内详,"动画,冒险",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/kjlQnRN9DYniHXUd,https://img.ukuapi.com/upload/vod/20240805-1/35253fd13349f92e7dc19ec889c1b932.jpg,深深海基地由于被传说中海怪袭扰启动了抓捕计划，逗号却发现海怪其实只是一只可爱的小龙，在逗号和小伙伴的不懈努力下终于化解了海怪的误解，并让小龙和龙妈妈重聚。,1.8
沙漠袭击,Raouf Abd El Aziz,"哈弗波·朱利尔斯·比昂森,迈克·泰森","动作,惊悚,冒险",埃及,"阿拉伯语,英语",2019,https://ukzy.ukubf3.com/share/NOmXJh3h2Uqs5til,https://img.ukuapi.com/upload/vod/20240804-1/8a3c7b933a549b3da89085b36d793252.jpg,Anex-militarymanwithamysteriouspastleadsagroupofEgyptianrefugeesthroughthedesertandmustprotectthemfromagroupofevilmercenaries.,1.6
玛克辛,缇·威斯特,"米娅·高斯,伊丽莎白·德比齐,摩西·萨姆尼,米歇尔·莫纳汉,鲍比·坎纳瓦尔,哈尔希,莉莉·柯林斯,吉安卡罗·埃斯波西托,凯文·贝肯,乌利·拉图基孚,奈德·沃恩,狄波拉·盖夫娜,克洛伊·法恩沃斯,查利·罗文·麦凯恩,Naomi Phan,詹姆斯·亨特,Clayton Farris,Michelle Marie Jacquot,金艺素,Jutt DaRe,Jutt DaRe",恐怖,美国,英语,2024,https://ukzy.ukubf3.com/share/D3ZoCiPiDLKhV7cX,https://img.ukuapi.com/upload/vod/20240803-1/68d469b3e6c3d33cfb874697e55b452b.jpg,影片是《X》《珀尔》的续集。1985年，在德州农场的血腥屠杀五年后，从成人电影界窜起、满怀抱负的女演员玛克辛（米娅·高斯MiaGoth饰）搬去洛杉矶，终于取得事业的重大突破。但当一名专挑好莱坞年轻艺人痛下毒手的神秘罪犯开始横行街头时，玛克辛的黑暗过去也可能将因此被揭露。,6.2
醉后一拳,释小龙,"释小龙,尹子维,张世,陈昕葳,郝劭文,翁虹,苑琼丹,车保罗","喜剧,动作,武侠",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/kajPiZBnailhDGNe,https://img.ukuapi.com/upload/vod/20240803-1/bcc14e9bea05b5745b3c226bc75b23a0.jpg,林耀（释小龙饰）从小喜欢练武，以为自己很厉害，却一步步陷入了李白眉（尹子维饰）与秦霜（陈昕葳饰）等人设下的骗局，又被好友林喜（郝劭文饰）背叛。经过这些挫折，林耀认清了自己，重拾信心，苦练醉拳，打败了李白眉，成为了真正的英雄。,4.1
金刚归来 2024,刘信达,"杨程茗,王蕾,董劭辉,张漪宁","动作,科幻",大陆,国语,2024,https://ukzy.ukubf3.com/share/pGV9spgfLS46Cl7Z,https://img.ukuapi.com/upload/vod/20240804-1/ebf612975e736525f9ba612ddb7fd6a2.jpg,,0.0
月球叛军：火之女,扎克·施奈德,"索菲亚·波多拉,艾德·斯克林,克利欧佩特拉·科尔曼,加利·艾尔维斯,安东尼·霍普金斯,查理·汉纳姆,吉娜·马隆,米希尔·赫伊斯曼,寇瑞·斯托尔,杰曼·翰苏,斯图尔特·马丁,裴斗娜,多米尼克·伯吉斯,里安·里斯,阿方索·埃雷拉,雷·费舍尔,弗拉·菲,斯塔兹·奈尔,丹尼埃尔·布鲁吉奥,雷·波特,E·达菲","剧情,动作,科幻,奇幻,冒险","美国,匈牙利,瑞典,丹麦,英国",英语,2023,https://ukzy.ukubf3.com/share/VvDdtK1QoFWE5qiK,https://img.ukuapi.com/upload/vod/20240803-1/b1a068c6bd5b766a35fd6002f8c116e3.jpg,广袤的银河系，已经被名为巴里萨利斯（弗拉·菲FraFee饰）的暴君所统治，并建立起庞大而残酷的帝国。位于银河系边缘的一座殖民星球，人们过着拮据贫苦的生活。这一天，帝国军舰突然出现在星球上空，狂暴的军官出现在人民面前，他不顾当地人的生计和死活，命令他们在规定时间内交够足够的粮食。军官走后，留下一队士兵监督人民劳作。谁曾想，一次突发事件导致女孩柯拉（索菲亚·波多拉SofiaBoutella饰）和帝国的机器人吉米（安东尼·霍普金斯AnthonyHopkins配音）反抗并杀掉了这些士兵。为了对抗巴里萨利斯的大军，柯拉等人出发前往抵抗组织“血斧”。一场冒险就此展开……,5.2
车顶上的玄天上帝,黄文英,"林依晨,周渝民,阮经天,张孝全,方宥心,管罄,林钜",剧情,中国台湾,汉语普通话,2023,https://ukzy.ukubf3.com/share/eRH6cw6lelhdShmf,https://img.ukuapi.com/upload/vod/20240803-1/73f1d0f73df551d3a4f68729aeb45c71.jpg,电影美术指导芙月（林依晨饰）为了返家照顾病重的父亲，不得不中途离开剧组，放下正在改建的台北古宅，陪着家人回到家乡嘉义，在这段回到故乡陪伴父亲的日子里，芙月踏遍了阿公生前的足迹，回想起阿公的信念和传承的信仰，找回自己新生的力量。,5.3
